post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_global_unique_id,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:pos_product_visibility,attribute:Size,attribute_data:Size,attribute:lemon,attribute_data:lemon
"PERMETHYL 5% - Perticone-50 Kemasan 25ml - Atasi Kembung Untuk Hewan Ternak Dan Unggas.",permethyl-5-perticone-50-kemasan-25ml-atasi-kembung-untuk-hewan-ternak-dan-unggas,,229,"<strong>PERTICONE 50 (Pengganti PERMETHYL 5%)</strong>

Perticone 50 merupakan produk obat anti bloat atau obat kembung untuk RUMINANSIA (baik indukan atau anakan Sapi, Kambing, Kuda, Kerbau, kelinci dll).

<strong>KOMPOSISI</strong> Tiap ml mengandung PERMETHYL 5% Permethylpolysiloxane (dimethicone) 50 mg, yang bekerja penuh pada saluran pencernaan dengan cara menurunkan tegangan permukaan dan busa di dalam rumen/lambung sehingga gas dan busa di dalam lambung dapat dikeluarkan dengan baik.

<strong>DOSIS PEMAKAIAN</strong>

1. Kambing/Domba: Larutkan 5 ml Perticone dalam 200 ml air

2. Anak Kambing/Domba : Larutkan 2 ml Perticone dalam 200 ml air

3. Sapi, Kerbau: 25 ml dilarutkan dalam 500 ml air minum

4. Anak Sapi, Anak Kerbau: 10 ml dilarutkan dalam 200 ml air minum

5. Kelinci : diminumkan 0,2-0,5 ml",,Published,,0,"2026-07-02 17:23:46",1,open,TTS00088,,,no,no,,24000,,45,4,10,6,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Perticone-50-Kemasan-25ml.png ! alt :  ! title : Perticone-50-Kemasan-25ml.png ! desc :  ! caption : ",,http://localhost:8000/product/permethyl-5-perticone-50-kemasan-25ml-atasi-kembung-untuk-hewan-ternak-dan-unggas/,0,,,simple,,"Obat Ternak|Obat Unggas",,,,,,,
"CITRIC ACID 1 KG - ASAM SITRAT - ASAM CITRUN - Untuk Makanan, Campuran Mencuci Baju, Membersihkan Toilet Dan Perkakas Rumah Tangga, PMK Sapi, Repack 1 Kg.",citric-acid-1-kg-asam-sitrat-asam-citrun-untuk-makanan-campuran-mencuci-baju-membersihkan-toilet-dan-perkakas-rumah-tangga-pmk-sapi-repack-1-kg,,230,"<strong>ASAM SITRAT - CITRIC ACID REPACK</strong>

Deskripsi Citric Acid monohydrate / citrun / asam sitrun

Citric Acid/ Asam Citrun / Sitrun Zuur /

Asam citrun / Citrun Zuur merupakan bahan kimia yang biasa digunakan untuk memberi rasa asam / mengatur keasaman suatu makanan atau minuman. Bahan ini disebut dengan Citric Acid, merupakan bahan additif makanan untuk memberikan rasa asam. Kegunaan asam citrun biasanya untuk pembuatan manisan (seperti manisan kedondong, salak),

Namun dewasa ini Asam Citrun lebih sering digunakan untuk campuran mencuci baju, membersihkan toilet dan perkakas rumah tangga lainnya. (Hampir bisa membersihkan apa saja). Buktikan sendiri keampuhan produk ini

<strong>Bentuk :</strong> Crystal kasar

<strong>Import :</strong> RRC

Halal, Expired Panjang

Penggunaan untuk mengatur tingkat keasaman pada produk pangan

ASAM SITRAT FOOD GRADE (Bisa Dikonsumsi manusia)

Fungsi Asam Sitrat Dalam Peternakan

Asam Sitrat berguna untuk campuran pakan yg berfungsi sebagai Acidifier adalah bahan alami atau sintesis yang berfungsi meningkatkan kecernaan pakan dan menjaga keseimbangan mikroba di dalam saluran pencernaan melalui pengaturan pH pada saluran pencernaan. Saluran pencernaan yang memiliki pH rendah akan menurunkan populasi bakteri patogen, sementara bakteri menguntungkan (bakteri asam laktat) dapat meningkat pertumbuhan dan perkembangannya, sehingga dapat meningkatkan kecernaan serta mengoptimalkan penyerapan nutrien dalam pakan Penyerapan nutrien yang optimal akan mensintesis jaringan lebih banyak, yang akan mengakibatkan pertambahan bobot badan pada ternak. Peningkatan bobot badan akan mempengaruhi bobot potong dan bobot karkas.

Pada kasus SAPI PMK, larutan asam sitrat 20 gr dicampur dg air 1 liter yg disemprotkan ke mulut dan hidung serta lidah sapi berguna untuk mematikan virus dan bakteri penyebab sapi PMK.

di antara tanda sapi PMK adalah mukutnya berbusa, lidah dan area dalam mulutnya terdapat semacam bentol-bentol sariawan yg membuat sapi susah untuk makan, solusinya harus di suapi hingga masa pemulihan bisa makan dg normal.",,Published,,0,"2026-07-02 17:23:46",1,open,TTS00089,,,no,no,,29000,,1000,9,14,17,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Citric-Acid-_-Asam-Sitrat-Repack-1kg.png ! alt :  ! title : Citric-Acid-_-Asam-Sitrat-Repack-1kg.png ! desc :  ! caption : ",,http://localhost:8000/product/citric-acid-1-kg-asam-sitrat-asam-citrun-untuk-makanan-campuran-mencuci-baju-membersihkan-toilet-dan-perkakas-rumah-tangga-pmk-sapi-repack-1-kg/,0,,,simple,,"Premix Ternak",,,,,,,
"INJEKVIT B-PLEX 500 ML - Tingkatkan Produktifitas dan Imun Hewan Ternak Sapi Kambing Domba Anjing Kucing Kuda Kerbau",injekvit-b-plex-500-ml-tingkatkan-produktifitas-dan-imun-hewan-ternak-sapi-kambing-domba-anjing-kucing-kuda-kerbau,,231,"<strong>INJEKVIT B-PLEX 500 ML</strong>

<strong>INDIKASI</strong>
<ul>
 	<li>Mencegah kekurangan vitamin B pada unggas, sapi, kuda atau babi.</li>
 	<li>Mampu menekan kasus kematian secara mendadak atau disebut SDS (sudden death syndrome)</li>
 	<li>Menambah daya tahan tubuh dan mempercepat proses kesembuhan</li>
 	<li>Membantu kerja organ limfoid dalam menghasilkan antibodi/kekebalan.</li>
 	<li>Memperbaiki proses metabolisme tubuh ternak dan membantu meningkatkan nafsu makan, sehingga mempercepat proses penyembuhan penyakit.</li>
</ul>
<strong>DOSIS</strong>
<ul>
 	<li>Unggas : 0.5-1 ml per ekor</li>
 	<li>Babi : 0.5 ml tiap 10 kg BB</li>
 	<li>Sapi Kuda : 3-5 ml (anakan), 5-10 ml (dewasa)</li>
 	<li>Anjing Kucing : 0.25-0.5 ml tiap ekor</li>
</ul>
<strong>ISI</strong>

500 ML",,Published,,0,"2026-07-02 17:23:46",1,open,TTS00090,,,no,no,,80000,,550,9,24,14,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Injekvit-B-Plex-500-ML.png ! alt :  ! title : Injekvit-B-Plex-500-ML.png ! desc :  ! caption : ",,http://localhost:8000/product/injekvit-b-plex-500-ml-tingkatkan-produktifitas-dan-imun-hewan-ternak-sapi-kambing-domba-anjing-kucing-kuda-kerbau/,0,,,simple,,"Vitamin Injeksi",,,,,,,
"FLUCONIX 100 ML - Obat Cacing Hati Efektif Untuk Sapi, Kambing, Domba Dan Hewan Ternak Lainnya.",fluconix-100-ml-obat-cacing-hati-efektif-untuk-sapi-kambing-domba-dan-hewan-ternak-lainnya,,232,"<strong>FLUCONIX-340</strong>

Injeksi Obat Cacing Hati Paling Efektif

<strong>Sifat-Sifat:</strong>
<ul>
 	<li>Nitroksinil sangat efektif untuk pengobatan infestasi cacing hati atau distomatosis atau fascioliasis (cacing Fasciola hepatica dan F. gigantica stadium larva dan dewasa).</li>
 	<li>Nitroksinil juga aktif terhadap berbagai macam cacing pencernaan, Oestrus spp. pada sapi, kerbau, kambing, domba dan anjing.</li>
 	<li>Nitroksinil menghambat proses proses fosforilasi oksidatif pada mitokondria cacing yang menyebabkan kematian cacing.</li>
 	<li>Tanpa efek samping dan sangat aman untuk hewan bunting.</li>
</ul>
<strong>Indikasi</strong>

Pencegahan dan pengobatan infestasi cacing hati dan cacing pada saluran pencernaan sebagai berikut:

<strong>Sapi, Kambing, Domba</strong>

Fasciola hepatica dewasa dan larva umur lebih dari enam minggu, Fasciola gigantica, Haemonchus contortus, Haemonchus placei, Bunostomum phlebotomum, Oesophagostomum radiatum, Parafilaria spp dan Oestrus ovis.

<strong>Anjing</strong>

Ancylostoma caninum &amp; Uncinaria stenocephala.

<strong>Dosis dan Cara Pemakaian:</strong>

Pemberian secara sub kutan
<ul>
 	<li>Kambing, domba: 0,5 ml per 20 kg berat badan.</li>
 	<li>Sapi: 1,5 ml per 50 kg berat badan.</li>
</ul>
<strong>Setiap ml Fluconix-340 mengandung:</strong>

Nitroksinil 340 mg.

NO. REGISTRASI

KEMENTAN RI No. I. 15034967 PKC

<strong>Kemasan</strong>

Vial 100 ml",,Published,,0,"2026-07-02 17:23:46",1,open,TTS00098,,,no,no,,456200,,250,7,13,7,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Fluconix-100-ml.png ! alt :  ! title : Fluconix-100-ml.png ! desc :  ! caption : ",,http://localhost:8000/product/fluconix-100-ml-obat-cacing-hati-efektif-untuk-sapi-kambing-domba-dan-hewan-ternak-lainnya/,0,,,simple,,"Obat Ternak",,,,,,,
"PANTEX AMOXY LA 150 - 100 ML - Atasi Infeksi Pernapasan, Pencernaan Hewan",pantex-amoxy-la-150-100-ml-atasi-infeksi-pernapasan-pencernaan-hewan,,233,"<strong>PANTEX AMOXY LA</strong>

PER 1 ML MENGANDUNG

am.oksis.iklin 150 mg

<strong>Dosis dan cara pakai:</strong>
<ul>
 	<li>Ayam : 1ml per 10 kg bb</li>
 	<li>Kambing Domba 1ml per 10-12 kg bb</li>
 	<li>Sapi 1ml/12-14 kg bb</li>
</ul>
Jika diperlukan suntik ulang setelah 48 jam suntikan pertama",,Published,,0,"2026-07-02 17:23:47",1,open,TTS00101,,,no,no,,116000,,250,6,12,6,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Pantex-Amoxy-LA-150-100-ml.png ! alt :  ! title : Pantex-Amoxy-LA-150-100-ml.png ! desc :  ! caption : ",,http://localhost:8000/product/pantex-amoxy-la-150-100-ml-atasi-infeksi-pernapasan-pencernaan-hewan/,0,,,simple,outofstock,"Obat Ternak",,,,,,,
"ANTI RAYAP TOP STAR AEROSOL 500 ML - Ampuh Membunuh Rayap Dan Melindungi Kayu.",anti-rayap-top-star-aerosol-500-ml-ampuh-membunuh-rayap-dan-melindungi-kayu,,234,"<strong>ANTI RAYAP TOP STAR AEROSOL 500 ML</strong>

Dapat melindungi kayu rumah anda terhadap serangan rayap sehingga bahan-bahan kayu dapat bertahan lama.

<strong>CARA PENGGUNAAN :</strong>

1. Kocok kaleng sebelum digunakan

2. Semprot kayu secara merata hingga merasap kedalam pori-pori kayu

3. Untuk hasil lebih baik ulangi penyemprotan sekali lagi

Rumah anda adalah target serangan rayap. Di sekeliling bangunan rumah anda terdapat celah yang kemungkinan rayap dapat menyerang. Dari kiri, kanan depan belakang dan bawah (dalam tanah). Meskipun rumah anda didirikan diatas selab beton, rayap masih tetap dapat menembusnya sehingga menjadi sasaran yang sangat mudah untuk digerogoti .",,Published,,0,"2026-07-02 17:23:47",1,open,TTS00102,,,no,no,,39000,,350,8,23,9,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Anti-Rayap-Top-Star-Aerosol-500-ml.png ! alt :  ! title : Anti-Rayap-Top-Star-Aerosol-500-ml.png ! desc :  ! caption : ",,http://localhost:8000/product/anti-rayap-top-star-aerosol-500-ml-ampuh-membunuh-rayap-dan-melindungi-kayu/,0,,,simple,,"Obat Lalat dan Kutu Ternak",,,,,,,
"TETES KUTU KUCING PUTIH 1 ML - Ampuh Untuk Kucing dan Anjing.",tetes-kutu-kucing-putih-1-ml-ampuh-untuk-kucing-dan-anjing,,235,"<strong>KUTU TETESS 1 ML</strong> - Untuk Kucing dan Anjing

<strong>KHASIAT:</strong>

Peran cepat, dalam 3-12 jam dapat membunuh 98-100% dari kutu, efektivitas tiga kali lebih cepat dari produk lain, efeknya dapat dipertahankan dalam lebih dari 1 bulan, penggunaan jangka panjang dapat benar-benar membersihkan tubuh hewan peliharaan dan Lingkungan dari kutu dan kutu, kinerja keamanan yang baik.

<strong>DAPAT DI PAKAI OLEH:</strong>
<ul>
 	<li>Anjing/Kucing dewasa</li>
 	<li>Anjing/Kucing hamil</li>
 	<li>Anjing/Kucing menyusui</li>
 	<li>Anjing lebih dari 2 minggu /Anak kucing lebih dari 8 minggu</li>
</ul>
<strong>INSTRUKSI CARA PEMAKIAN</strong>

1. Lepaskan tutup botol tetes terlebih dahulu, lalu buka rambut di belakang leher hewan peliharaan sampai kulit terlihat, lalu gunakan tetes sesuai dengan berat hewan peliharaan.

<strong>Untuk HEWAN PELIHARAAN:</strong>
<ul>
 	<li>Berat 10 kg: 1 botol</li>
 	<li>Berat 5 kg: 1/2 botol</li>
 	<li>Berat 2,5 kg: 1/3 botol</li>
 	<li>Kitty: 1/5 botol</li>
</ul>
2, Disarankan untuk meneteskan sekali lagi setiap 1 minggu setelah tetes pertama untuk benar-benar membunuh kutu yang baru lahir.

3, gunakan setiap 1 bulan untuk memastikan kesehatan dan kebersihan hewan peliharaan Anda.

<strong>TINDAKAN AWAL :</strong>

1) Jangan mencuci hewan peliharaan dalam waktu 6 jam setelah aplikasi untuk melindungi khasiat.

2) Produk ini janhan dimainkan oleh anak-anak.",,Published,,0,"2026-07-02 17:23:47",1,open,TTS00103,,,no,no,,6500,,20,3,7,2,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Obat-Tetes-Kutu-1ml.png ! alt :  ! title : Obat-Tetes-Kutu-1ml.png ! desc :  ! caption : ",,http://localhost:8000/product/tetes-kutu-kucing-putih-1-ml-ampuh-untuk-kucing-dan-anjing/,0,,,simple,,"Obat Anabul",,,,,,,
"EAR TAG KAMBING KECIL POLOS 1,8 CM X 5 CM TEBAL - Ear tag Kambing, Domba, Babi Dan Hewan Ternak Lainnya Tanpa Nomor.",ear-tag-kambing-kecil-polos-18-cm-x-5-cm-tebal-ear-tag-kambing-domba-babi-dan-hewan-ternak-lainnya-tanpa-nomor,,243,"<strong>Ear tag polos ukuran 1,8 x 5 cm</strong>

<strong>Ada 3 varian warna :</strong>
<ul>
 	<li>Orange</li>
 	<li>Biru</li>
 	<li>Kuning</li>
</ul>
Ear tag kualitas bagus, bahan lentur dan awet. Mohon konfirmasi warna terlebih dahulu ya sebelum order. Jika tidak ada keterangan, kami kirimkan sesuai stok yang ada. Berfungsi untuk membantu proses identifikasi ternak untuk breeding maupun fattening.

<strong>Selamat Belanja!</strong>",,Published,,0,"2026-07-02 17:24:09",1,open,TTS00104,,,no,no,,1400,,50,2,4,1,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Ear-Tag-Kambing-Kecil-Polos-18cm-X-5cm-Tebal.png ! alt :  ! title : Ear-Tag-Kambing-Kecil-Polos-18cm-X-5cm-Tebal.png ! desc :  ! caption : ",,http://localhost:8000/product/ear-tag-kambing-kecil-polos-18-cm-x-5-cm-tebal-ear-tag-kambing-domba-babi-dan-hewan-ternak-lainnya-tanpa-nomor/,0,,,simple,,"Perlengakapan Ternak",,,,,,,
"RHEINVIT AD3E PLUS 100 ML - Multivitamin Untuk Produktivitas & Kesehatan Hewan Ternak",rheinvit-ad3e-plus-100-ml-multivitamin-untuk-produktivitas-kesehatan-hewan-ternak,,244,"<strong>FORMULA:</strong>

<strong>Setiap 1 ml. mengandung:</strong>
<ul>
 	<li>Vitamin A ............................ 25.000.000 IU</li>
 	<li>Vitamin D3 .............. .............. 2.500.000 IU</li>
 	<li>Vitamin E................................. .. 5.000 IU</li>
 	<li>Formulation Agent qs........................................ 100 ml</li>
</ul>
<strong>INDIKASI:</strong>
<ul>
 	<li>Merangsang pertumbuhan hewan muda.</li>
 	<li>Mempercepat masa penggemukan. Meningkatkan konversi nutrisi.</li>
 	<li>Meningkatkan produksi daging dan susu.</li>
 	<li>Meningkatkan kesuburan di semua spesies.</li>
 	<li>Suplementasi vitamin bila diperlukan.</li>
 	<li>Mencegah penyakit akibat kekurangan vitamin A, D dan E.</li>
 	<li>Meningkatkan daya tahan terhadap infeksi.</li>
 	<li>Sebagai pengobatan tambahan/supportif pada penyakit menular.</li>
</ul>
<strong>DOSIS DAN PENGGUNAAN:</strong>
<ul>
 	<li>Betis: 1/2 sampai 1 ml.</li>
 	<li>Sapi jantan dan sapi dara: 1 sampai 2 ml.</li>
 	<li>Sapi dewasa: 2 hingga 4 ml.</li>
 	<li>Domba: 1/4 hingga 1/2 ml.</li>
 	<li>Domba tahunan: 1/2 hingga 1 ml.</li>
 	<li>Ovines dewasa: 1 hingga 2 ml.</li>
 	<li>Babi yang disapih: 1/4 hingga 1/2 ml. anak anjing: 1/2 hingga 1 ml.</li>
 	<li>Babi dewasa: 1 hingga 2 ml.</li>
 	<li>Anak anjing: 1 hingga 2 ml.</li>
</ul>
Kemasan 100 ml",,Published,,0,"2026-07-02 17:24:11",1,open,TTS00105,,,no,no,,116500,,250,7,13,7,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Rheinvit-Ad3e-Plus-100-ml-_-Agrovet.png ! alt :  ! title : Rheinvit-Ad3e-Plus-100-ml-_-Agrovet.png ! desc :  ! caption : ",,http://localhost:8000/product/rheinvit-ad3e-plus-100-ml-multivitamin-untuk-produktivitas-kesehatan-hewan-ternak/,0,,,simple,,"Vitamin & Suplemen Ternak & Unggas",,,,,,,
"DOT MERAH KUNING 6 CM DAN BOTOL 500 ML - Untuk Pedet, Cempe, Babi, DLL.",dot-merah-kuning-6-cm-dan-botol-500-ml-untuk-pedet-cempe-babi-dll,,245,"<strong>Bahan :</strong> Plastik berkualitas tinggi, food-grade silikon

Mudah Diminum oleh segala jenis hewan

100% berkualitas tinggi

<strong>Fitur :</strong>
<ul>
 	<li>Bahan berkualitas tinggi.</li>
 	<li>Puting ini dirancang khusus untuk domba,kambing,kucing,anjing</li>
 	<li>Terbuat dari silikon, aman dan tidak membahayakan domba,kambing,kucing,anjing</li>
 	<li>Simulasi tinggi, lembut, tahan lama, tahan gigitan.</li>
 	<li>Lubang udara pada tutup puting susu memiliki efek yang membantu pada susu induk yang tidak keluar.</li>
</ul>
<strong>Kegunaan :</strong>
<ul>
 	<li>Sangat membantu induk atau anak hewan untuk minum susu atau minuman nutrisi yang bisa di aplikasikan berkali kali</li>
 	<li>Bahan sangat lembut efisiensi dalam meminumkan susu/nutirisi</li>
</ul>
<strong>Spesifikasi :</strong>
<ul>
 	<li>Sangat mudah di pasangkan pada botol bekas yg mudah didapat</li>
 	<li>Bahan:Silikon,</li>
 	<li>Warna: Seperti gambar yang ditunjukkan</li>
 	<li>Ukuran Tinggi: 5.8cm (2.28in)</li>
 	<li>Diameter: 3cm (1.18in)</li>
</ul>
#DotKambing #Domba #Kucing #Anjing

#DotCempe #TutupBotolKuning #KepalaDotBayiAnakKucing #AnjingKambing #Hewan #NippleKaretLembut #DOT #CEMPE #ANAK KAMBING

<strong>Warna :</strong> Merah (puting susu), Kuning (tutup), sesuai gambar

<strong>Cocok digunakan untuk :</strong> Anjing, Kucing, Sapi, Kambing, Domba, Kelinci ,Babi ,Hamster

<strong>Isi :</strong> 1 pcs silikon puting

Botol 500ml",,Published,,0,"2026-07-02 17:24:11",1,open,TTS00106,,,no,no,,9500,,80,6,18,4,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Dot-Merah-Kuning-6-cm-Botol-500-ml.png ! alt :  ! title : Dot-Merah-Kuning-6-cm-Botol-500-ml.png ! desc :  ! caption : ",,http://localhost:8000/product/dot-merah-kuning-6-cm-dan-botol-500-ml-untuk-pedet-cempe-babi-dll/,0,,,simple,outofstock,"Botol dan Dot",,,,,,,
"METOXY BLUE SPRAY 250 ML - Menyembuhkan Luka Spray Hewan Ternak.",metoxy-blue-spray-250-ml-menyembuhkan-luka-spray-hewan-ternak,,246,"Untuk mengatasi infeksi bakteri dan infeksi jamur pada kulit bagian luar, seperti digital dermatitis pada sapi, atopic dermatitis pada anjing, infeksi soremouth pada kambing, foot rot pada sapi dan sebagainya. Dapat juga digunakan sebagai disinfeksi pada daerah operasi maupun daerah injeksi.

<strong>CARA PEMAKAIAN:</strong>

Semprotkan pada daerah infeksi seperlunya sebanyak 2/3 kali sehari

<strong>KOMPOSISI :</strong>
<ul>
 	<li>Methylene blue 10,000 mg</li>
 	<li>1,5-Pentanedial 1,800 mg</li>
 	<li>Oxytetracycline 6,000 mg</li>
 	<li>Isopropyl Alkohol 250 ml</li>
 	<li>Pelarut, qs 1,000 ml</li>
</ul>
<strong>PENYIMPANAN :</strong>

Simpan di tempat yang kering dan sejuk. Jauhi dari sinar matahari langsung dan jangkauan anak-anak.

<strong>KEMASAN:</strong>

250 ml",,Published,,0,"2026-07-02 17:24:12",1,open,TTS00111,,,no,no,,52100,,350,6,19,8,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Metoxy-Blue-250-ml.png ! alt :  ! title : Metoxy-Blue-250-ml.png ! desc :  ! caption : ",,http://localhost:8000/product/metoxy-blue-spray-250-ml-menyembuhkan-luka-spray-hewan-ternak/,0,,,simple,outofstock,"Desinfektan & Antiseptik",,,,,,,
"VET B1 - Vitamin B1 Duta Kaisar 100 ML.",vet-b1-vitamin-b1-duta-kaisar-100-ml,,247,"<strong>VET B1 100 ML</strong>

<strong>INDIKASI :</strong>
<ul>
 	<li>Meningkatkan pertumbuhan hewan ternak</li>
 	<li>Meningkatkan selera makan hewan ternak yang sedang sakit</li>
 	<li>Menjaga kesehatan ternak</li>
</ul>
<strong>DOSIS:</strong>
<ul>
 	<li>Kuda, sapi : 0,05 - 0,5 ml/kg BB/hari (0,5 - 5 mg/kg BB/hari)</li>
 	<li>Kambing : 0,2 - 2 ml</li>
 	<li>Babi : 0,05 - 1 ml</li>
 	<li>Anjing, kucing : 0,02 - 0,04 ml (IM)</li>
 	<li>Unggas : 0.005 - 0.04 ml</li>
</ul>
<strong>KEMASAN</strong>

100 ml",,Published,,0,"2026-07-02 17:24:12",1,open,TTS00112,,,no,no,,61300,,250,6,12,6,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Vet-B1-Duta-Kaisar-100-ml.png ! alt :  ! title : Vet-B1-Duta-Kaisar-100-ml.png ! desc :  ! caption : ",,http://localhost:8000/product/vet-b1-vitamin-b1-duta-kaisar-100-ml/,0,,,simple,,"Vitamin Injeksi",,,,,,,
"KALVOLAC KEMASAN REPACK 1 KG - Susu Ternak untuk Sapi, Kambing, Domba, DLL.",kalvolac-kemasan-repack-1-kg-susu-ternak-untuk-sapi-kambing-domba-dll,,248,"<strong>Kemasan ekonomis</strong>

MILK REPLACER UNTUK MENGOPTIMALKAN TUMBUH KEMBANG CEMPE PEDET ANAK BABI,ANAK KUDA,DAN HEWAN LAINYA

TERBUAT DARI BAHAN PILIHAN SEHINGGA TIDAK MENYEBABKAN DIARE

KEMASAN 1KG BISA DIGUNAKAN UNTUK 7-10 LITER SUSU

<strong>Kelebihan kalvolac:</strong>
<ul>
 	<li>Mengandung kolostrum sehingga baik diberikan untuk anakan sapi (pedet) maupun anakan kambing (cempe) baru lahir yg ditinggalkan induknya.</li>
 	<li>Tidak menyebabkan diare.</li>
 	<li>1 sak berat 25 kg</li>
</ul>",,Published,,0,"2026-07-02 17:24:12",1,open,TTS00113,,,no,no,,36305,,1000,7,29,16,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Kalvolac-Kemasan-Repack-1-kg.png ! alt :  ! title : Kalvolac-Kemasan-Repack-1-kg.png ! desc :  ! caption : ",,http://localhost:8000/product/kalvolac-kemasan-repack-1-kg-susu-ternak-untuk-sapi-kambing-domba-dll/,0,,,simple,,"Susu Ternak",,,,,,,
"ROYAL MINERAL BLOCK 3 KG ROYAL ILAC - Mineral Blok Jilat Untuk Sapi, Domba, Kambing, DLL.",royal-mineral-block-3-kg-royal-ilac-mineral-blok-jilat-untuk-sapi-domba-kambing-dll,,249,"Mineral Blok Royal yang biasa juga disebut Garam Jilat, merupakan suplemen bergizi yang sangat bermanfaat bagi kesehatan hewan ternak Anda, seperti Sapi, Kambing, Domba, Kuda.

FORMULA MINERAL BLOK ROYAL ILAC WARNA MERAH LEBIH COCOK UNTUK DOMBA, SEDANGKAN YANG WARNA ABU-ABU LEBIH COCOK UNTUK KAMBING

Hewan ternak yang mengosumsi Royal Mineral Blok serta air minum secara teratur maka akan terhindar dari bahaya konsumsi benda-benda yang bukan pakan seperti tanah, kerikil, tulang, plastik, kain, dll.

Selain itu kandungan gizi pada garam jilat yang lengkap akan mengurangi resiko diare pada hewan ternak akibat konsumsi benda bukan pakan.

<strong>Catatan:</strong>

Harga yang tertera pada keterangan produk, merupakan harga per 3 kilogram

<strong>Manfaat dari Mineral Block / Garam Jilat:</strong>

1. Meningkatkan daya tahan terhadap penyakit

2. Menambah nafsu makan

3. Mempercepat pertumbuhan dan berat badan

4. Meningkatkan fertilitas

5. Melengkapi nutrisi sebagai sumber mineral dan garam

<strong>Komposisi Mineral :</strong>
<ul>
 	<li>Na : 37.79%</li>
 	<li>Ca : 1.96%</li>
 	<li>Mg : 0.32%</li>
 	<li>Mineral tambahan: Fe, Zn, Cu, Mn, Co, I dan Se</li>
</ul>
<strong>Keunggulan produk Royal Mineral Block / Garam Jilat:</strong>

1. Import dari Turki

2. Tidak mudah rusak akibat jatuh atau terkena percikan air

3. Kemasan 3 kg

OPEN RESELLER dan AGEN",,Published,,0,"2026-07-02 17:24:12",1,open,TTS00114,,,no,no,,116000,,3200,14,12,14,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Royal-Mineral-Block-3-Kg-Royal-Ilac.png ! alt :  ! title : Royal-Mineral-Block-3-Kg-Royal-Ilac.png ! desc :  ! caption : ",,http://localhost:8000/product/royal-mineral-block-3-kg-royal-ilac-mineral-blok-jilat-untuk-sapi-domba-kambing-dll/,0,,,simple,outofstock,"Mineral Blok",,,,,,,
